F_FR_K,F_FR,"32,58","30,53"
F_FR_K25-K28,F_FR,"1,19","1,19"
F_FR_K70_K73_K74,F_FR,"5,72","5,54"
F_FR_K_OTH,F_FR,"25,67","23,79"
F_FR_L,F_FR,"2,59","2,26"
F_FR_M,F_FR,"7,51","7,16"
F_FR_M_OTH,F_FR,"6,29","5,86"
F_FR_N,F_FR,"15,08","14,09"
F_FR_N00-N29,F_FR,"11,84","11,06"
F_FR_N_OTH,F_FR,"3,25","3,03"
F_FR_O,F_FR,"0,12","0,13"
F_FR_P,F_FR,"1,98","1,99"
F_FR_Q,F_FR,"2,34","2,23"
F_FR_R,F_FR,"86,5","79,12"
F_FR_R95,F_FR,"0,2","0,19"
F_FR_R96-R99,F_FR,"35,03",33
F_FR_RHEUM_ARTHRO,F_FR,"1,21","1,3"
F_FR_R_OTH,F_FR,"51,27","45,93"
F_FR_TOXICO,F_FR,"0,04","0,07"
F_FR_V01-Y89,F_FR,"46,53","42,5"
F_FR_V01-Y89_OTH,F_FR,"1,28","1,2"
F_FR_V_Y85,F_FR,"2,37","2,39"
F_FR_W00-W19,F_FR,"11,91","10,34"
F_FR_W65-W74,F_FR,"0,84","0,78"
F_FR_X40-X49,F_FR,"2,62","2,49"
F_FR_X60-X84_Y870,F_FR,"6,26","6,64"
F_FR_X85-Y09_Y871,F_FR,"0,37","0,32"
F_FR_Y10-Y34_Y872,F_FR,"0,57","0,39"
M_FR10_A-R_V-Y,M_FR10,"630,62","600,89"
M_FR10_A15-A19_B90,M_FR10,"0,63","0,74"
M_FR10_ACC,M_FR10,"28,7","25,02"
M_FR10_ACC_OTH,M_FR10,"14,4","11,32"
M_FR10_A_B,M_FR10,"13,36","12,95"
M_FR10_A_B_OTH,M_FR10,"9,84","9,22"
M_FR10_B15-B19_B942,M_FR10,"1,4","1,43"
M_FR10_B20-B24,M_FR10,"1,49","1,56"
M_FR10_C,M_FR10,"202,65","206,33"
M_FR10_C00-C14,M_FR10,"7,53","7,26"
M_FR10_C00-D48,M_FR10,"209,69","213,65"
M_FR10_C15,M_FR10,"5,35","6,27"
M_FR10_C16,M_FR10,"7,3","7,23"
M_FR10_C18-C21,M_FR10,"19,44","19,13"
M_FR10_C22,M_FR10,"13,12","13,39"
M_FR10_C25,M_FR10,"12,25","12,66"
M_FR10_C32,M_FR10,"2,03","2,06"
M_FR10_C33_C34,M_FR10,"50,89","52,18"
M_FR10_C43,M_FR10,"2,22","2,32"
M_FR10_C50,M_FR10,"0,39","0,41"
M_FR10_C64,M_FR10,"4,92","5,6"
M_FR10_C67,M_FR10,"8,83","8,74"
M_FR10_C70-C72,M_FR10,"5,14","5,49"
M_FR10_C73,M_FR10,"0,39","0,58"
M_FR10_C81-C86,M_FR10,"5,5","6,32"
M_FR10_C88_C90_C96,M_FR10,"3,69","4,09"
M_FR10_C91-C95,M_FR10,"7,16","7,68"
M_FR10_C_OTH,M_FR10,"26,45","25,76"
M_FR10_D00-D48,M_FR10,"7,04","7,31"
M_FR10_D50-D89,M_FR10,"2,41","1,97"
M_FR10_E,M_FR10,"19,65","18,12"
M_FR10_E10-E14,M_FR10,"11,29","10,84"
M_FR10_E_OTH,M_FR10,"8,35","7,28"
M_FR10_F,M_FR10,"21,25","19,09"
M_FR10_F01_F03,M_FR10,"14,2","12,47"
M_FR10_F10,M_FR10,"3,9","3,73"
M_FR10_F_OTH,M_FR10,"2,82","2,7"
M_FR10_G20,M_FR10,"6,44","6,23"
M_FR10_G30,M_FR10,"10,4","10,17"
M_FR10_G_H,M_FR10,"30,21","28,37"
M_FR10_G_H_OTH,M_FR10,"13,36","11,97"
M_FR10_I,M_FR10,"126,49","122,96"
M_FR10_I20-I25,M_FR10,"40,34","38,72"
M_FR10_I20_I23-I25,M_FR10,"25,01","23,63"
M_FR10_I21_I22,M_FR10,"15,32","15,09"
M_FR10_I30-I51,M_FR10,"39,93","38,96"
M_FR10_I60-I69,M_FR10,"26,28","25,19"
M_FR10_I_OTH,M_FR10,"19,95","20,09"
M_FR10_J,M_FR10,"40,64","37,14"
M_FR10_J09-J11,M_FR10,"1,98","0,31"
